TIMESTAMP,VOLATILITY,FUTURE,RELATIVE_EXPIRY,DAYS_TO_EXPIRY
2014-01-02 01:16:28.664340,0.140414,233.935,2,38.35
2014-01-02 01:16:28.664354,0.14991300000000002,233.275,3,59.35
2014-01-02 01:16:28.664368,0.167206,229.175,4,119.35
2014-01-02 01:16:28.664382,0.17441900000000002,227.705,5,183.35
2014-01-02 01:16:28.664395,0.179074,227.505,6,245.35
2014-01-02 01:16:28.664409,0.183,222.605,7,426.35
2014-01-02 01:16:28.664423,0.1849,221.605,8,610.35
2014-01-02 01:16:28.664437,0.185,217.605,9,792.35
2014-01-02 01:16:28.664450,0.185,215.605,10,975.35
2014-01-02 01:16:28.664464,0.185,233.795,11,1157.35
2014-01-02 01:18:28.907936,0.128754,234.285,1,19.345333
2014-01-02 01:18:28.907950,0.140414,234.425,2,38.345333000000004
2014-01-02 01:18:28.907964,0.14991300000000002,233.765,3,59.345333
2014-01-02 01:18:28.907978,0.167206,229.665,4,119.34533300000001
2014-01-02 01:18:28.907991,0.17441900000000002,228.195,5,183.345333
2014-01-02 01:18:28.908005,0.179074,227.995,6,245.345333
2014-01-02 01:18:28.908018,0.183,223.095,7,426.345333
2014-01-02 01:18:28.908032,0.1849,222.095,8,610.345333
2014-01-02 01:18:28.908045,0.185,218.095,9,792.345333
2014-01-02 01:18:28.908059,0.185,216.095,10,975.345333
2014-01-02 01:18:28.908072,0.185,234.285,11,1157.345333
2014-01-02 01:18:48.948845,0.128631,234.3,1,19.345333
2014-01-02 01:18:48.948867,0.140017,234.44,2,38.345333000000004
2014-01-02 01:18:48.948882,0.149473,233.78,3,59.345333
2014-01-02 01:18:48.948896,0.166759,229.68,4,119.34533300000001
2014-01-02 01:18:48.948910,0.173969,228.21,5,183.345333
2014-01-02 01:18:48.948924,0.178564,228.01,6,245.345333
2014-01-02 01:18:48.948938,0.183,223.11,7,426.345333
2014-01-02 01:18:48.948951,0.1849,222.11,8,610.345333
2014-01-02 01:18:48.948965,0.185,218.11,9,792.345333
2014-01-02 01:18:48.948978,0.185,216.11,10,975.345333
2014-01-02 01:18:48.948995,0.185,234.3,11,1157.345333
2014-01-02 01:20:29.153502,0.128631,233.885,1,19.340667
2014-01-02 01:20:29.153516,0.140017,234.025,2,38.340666999999996
2014-01-02 01:20:29.153530,0.149473,233.365,3,59.340667
2014-01-02 01:20:29.153544,0.166759,229.265,4,119.340667
2014-01-02 01:20:29.153557,0.173969,227.795,5,183.340667
2014-01-02 01:20:29.153573,0.178564,227.595,6,245.340667
2014-01-02 01:20:29.153588,0.183,222.695,7,426.340667
2014-01-02 01:20:29.153601,0.1849,221.695,8,610.3406669999999
2014-01-02 01:20:29.153615,0.185,217.695,9,792.3406669999999
2014-01-02 01:20:29.153629,0.185,215.695,10,975.3406669999999
2014-01-02 01:20:29.153643,0.185,233.885,11,1157.340667
2014-01-02 01:22:29.403089,0.128631,234.245,1,19.336
2014-01-02 01:22:29.403103,0.140017,234.385,2,38.336
2014-01-02 01:22:29.403117,0.149473,233.725,3,59.336
2014-01-02 01:22:29.403130,0.166759,229.625,4,119.336
2014-01-02 01:22:29.403144,0.173969,228.155,5,183.336
2014-01-02 01:22:29.403157,0.178564,227.955,6,245.336
2014-01-02 01:22:29.403170,0.183,223.055,7,426.336
2014-01-02 01:22:29.403184,0.1849,222.055,8,610.336
2014-01-02 01:22:29.403198,0.185,218.055,9,792.336
2014-01-02 01:22:29.403211,0.185,216.055,10,975.336
2014-01-02 01:22:29.403225,0.185,234.245,11,1157.336
2014-01-02 01:22:42.430564,0.139517,234.35,2,38.336
2014-01-02 01:22:50.447038,0.148973,233.715,3,59.336
2014-01-02 01:22:58.461574,0.166259,229.65,4,119.336
2014-01-02 01:23:12.490459,0.129031,234.37,1,19.331332999999997
2014-01-02 01:23:33.532783,0.128631,234.73,1,19.331332999999997
2014-01-02 01:23:42.551321,0.128601,234.63,1,19.331332999999997
2014-01-02 01:23:42.551345,0.13941800000000001,234.77,2,38.331333
2014-01-02 01:23:42.551361,0.148864,234.11,3,59.331332999999994
2014-01-02 01:23:42.551375,0.166148,230.01,4,119.331333
2014-01-02 01:23:42.551389,0.17385799999999998,228.54,5,183.331333
2014-01-02 01:23:42.551403,0.17843699999999998,228.34,6,245.331333
2014-01-02 01:23:42.551417,0.183,223.44,7,426.33133300000003
2014-01-02 01:23:42.551431,0.1849,222.44,8,610.331333
2014-01-02 01:23:42.551444,0.185,218.44,9,792.331333
2014-01-02 01:23:42.551458,0.185,216.44,10,975.331333
2014-01-02 01:23:42.551473,0.185,234.63,11,1157.331333
2014-01-02 01:24:29.647658,0.128601,234.585,1,19.331332999999997
2014-01-02 01:24:29.647672,0.13941800000000001,234.725,2,38.331333
2014-01-02 01:24:29.647685,0.148864,234.065,3,59.331332999999994
2014-01-02 01:24:29.647699,0.166148,229.965,4,119.331333
2014-01-02 01:24:29.647713,0.17385799999999998,228.495,5,183.331333
2014-01-02 01:24:29.647726,0.17843699999999998,228.295,6,245.331333
2014-01-02 01:24:29.647740,0.183,223.395,7,426.33133300000003
2014-01-02 01:24:29.647753,0.1849,222.395,8,610.331333
2014-01-02 01:24:29.647766,0.185,218.395,9,792.331333
2014-01-02 01:24:29.647780,0.185,216.395,10,975.331333
2014-01-02 01:24:29.647794,0.185,234.585,11,1157.331333
2014-01-02 01:24:52.694772,0.128601,234.5,1,19.331332999999997
2014-01-02 01:25:10.730912,0.128601,234.515,1,19.326667
2014-01-02 01:26:29.890245,0.128601,234.605,1,19.326667
2014-01-02 01:26:29.890259,0.13941800000000001,234.745,2,38.326667
2014-01-02 01:26:29.890272,0.148864,234.085,3,59.32666700000001
2014-01-02 01:26:29.890286,0.166148,229.985,4,119.32666699999999
2014-01-02 01:26:29.890300,0.17385799999999998,228.515,5,183.326667
2014-01-02 01:26:29.890314,0.17843699999999998,228.315,6,245.326667
2014-01-02 01:26:29.890327,0.183,223.415,7,426.326667
2014-01-02 01:26:29.890341,0.1849,222.415,8,610.326667
2014-01-02 01:26:29.890355,0.185,218.415,9,792.326667
2014-01-02 01:26:29.890369,0.185,216.415,10,975.326667
2014-01-02 01:26:29.890383,0.185,234.605,11,1157.326667
2014-01-02 01:27:02.958955,0.13991800000000001,234.795,2,38.322
2014-01-02 01:27:07.969301,0.129001,234.72,1,19.322
2014-01-02 01:27:39.035260,0.12898900000000002,234.775,1,19.322
2014-01-02 01:27:39.035284,0.139881,234.915,2,38.322
2014-01-02 01:27:39.035298,0.148823,234.255,3,59.322
2014-01-02 01:27:39.035312,0.166105,230.155,4,119.322
2014-01-02 01:27:39.035326,0.173815,228.685,5,183.322
2014-01-02 01:27:39.035340,0.17838900000000002,228.485,6,245.322
2014-01-02 01:27:39.035353,0.183,223.585,7,426.322
2014-01-02 01:27:39.035367,0.1849,222.585,8,610.322
2014-01-02 01:27:39.035380,0.185,218.585,9,792.322
2014-01-02 01:27:39.035394,0.185,216.585,10,975.322
2014-01-02 01:27:39.035408,0.185,234.775,11,1157.322
2014-01-02 01:27:42.041450,0.129389,234.83,1,19.322
2014-01-02 01:27:43.043480,0.140381,234.955,2,38.322
2014-01-02 01:27:43.043505,0.149323,234.295,3,59.322
2014-01-02 01:27:44.045576,0.166605,230.195,4,119.322
2014-01-02 01:27:44.045596,0.174315,228.75,5,183.322
2014-01-02 01:27:45.047606,0.17888900000000002,228.555,6,245.322
2014-01-02 01:28:30.143809,0.129389,234.935,1,19.322
2014-01-02 01:28:30.143823,0.140381,235.075,2,38.322
2014-01-02 01:28:30.143836,0.149323,234.415,3,59.322
2014-01-02 01:28:30.143849,0.166605,230.315,4,119.322
2014-01-02 01:28:30.143863,0.174315,228.845,5,183.322
2014-01-02 01:28:30.143875,0.17888900000000002,228.645,6,245.322
2014-01-02 01:28:30.143889,0.183,223.745,7,426.322
2014-01-02 01:28:30.143902,0.1849,222.745,8,610.322
2014-01-02 01:28:30.143916,0.185,218.745,9,792.322
2014-01-02 01:28:30.143929,0.185,216.745,10,975.322
2014-01-02 01:28:30.143943,0.185,234.935,11,1157.322
2014-01-02 01:30:11.349883,0.12936,235.095,1,19.317332999999998
2014-01-02 01:30:11.349898,0.14028800000000002,235.235,2,38.317333000000005
2014-01-02 01:30:11.349912,0.14922,234.575,3,59.317333
2014-01-02 01:30:11.349926,0.166501,230.475,4,119.317333
2014-01-02 01:30:11.349940,0.17421,229.005,5,183.31733300000002
2014-01-02 01:30:11.349953,0.17877,228.805,6,245.31733300000002
2014-01-02 01:30:11.349967,0.183,223.905,7,426.317333
2014-01-02 01:30:11.349983,0.1849,222.905,8,610.317333
2014-01-02 01:30:11.349997,0.185,218.905,9,792.317333
2014-01-02 01:30:11.350011,0.185,216.905,10,975.317333
2014-01-02 01:30:11.350025,0.185,235.095,11,1157.317333
2014-01-02 01:30:13.353955,0.12936,235.075,1,19.317332999999998
2014-01-02 01:30:29.387329,0.12936,234.83,1,19.317332999999998
2014-01-02 01:30:29.387343,0.14028800000000002,234.94,2,38.317333000000005
2014-01-02 01:30:29.387357,0.14922,234.31,3,59.317333
2014-01-02 01:30:29.387371,0.166501,230.21,4,119.317333
2014-01-02 01:30:29.387386,0.17421,228.74,5,183.31733300000002
2014-01-02 01:30:29.387400,0.17877,228.54,6,245.31733300000002
2014-01-02 01:30:29.387414,0.183,223.64,7,426.317333
2014-01-02 01:30:29.387428,0.1849,222.64,8,610.317333
2014-01-02 01:30:29.387442,0.185,218.64,9,792.317333
2014-01-02 01:30:29.387456,0.185,216.64,10,975.317333
2014-01-02 01:30:29.387471,0.185,234.83,11,1157.317333
2014-01-02 01:31:59.574653,0.14972,233.915,3,59.312667000000005
2014-01-02 01:32:03.582937,0.167001,229.885,4,119.31266699999999
2014-01-02 01:32:15.607699,0.17877,228.3,6,245.312667
2014-01-02 01:32:16.609759,0.17471,228.505,5,183.312667
2014-01-02 01:32:29.635910,0.12936,234.675,1,19.312667
2014-01-02 01:32:29.635924,0.14028800000000002,234.78,2,38.312667
2014-01-02 01:32:29.635938,0.14972,234.025,3,59.312667000000005
2014-01-02 01:32:29.635952,0.167001,229.995,4,119.31266699999999
2014-01-02 01:32:29.635966,0.17471,228.585,5,183.312667
2014-01-02 01:32:29.635979,0.17877,228.385,6,245.312667
2014-01-02 01:32:29.635993,0.183,223.485,7,426.312667
2014-01-02 01:32:29.636007,0.1849,222.485,8,610.312667
2014-01-02 01:32:29.636021,0.185,218.485,9,792.312667
2014-01-02 01:32:29.636035,0.185,216.485,10,975.312667
2014-01-02 01:32:29.636049,0.185,234.675,11,1157.312667
2014-01-02 01:32:46.670655,0.12896,234.685,1,19.312667
2014-01-02 01:32:57.693352,0.13978800000000002,234.79,2,38.312667
2014-01-02 01:34:29.885482,0.12896,234.565,1,19.308
2014-01-02 01:34:29.885497,0.13978800000000002,234.67,2,38.308
2014-01-02 01:34:29.885512,0.14972,233.915,3,59.308
2014-01-02 01:34:29.885525,0.167001,229.885,4,119.308
2014-01-02 01:34:29.885539,0.17471,228.475,5,183.308
2014-01-02 01:34:29.885553,0.17877,228.275,6,245.308
2014-01-02 01:34:29.885567,0.183,223.375,7,426.308
2014-01-02 01:34:29.885580,0.1849,222.375,8,610.308
2014-01-02 01:34:29.885594,0.185,218.375,9,792.308
2014-01-02 01:34:29.885608,0.185,216.375,10,975.308
2014-01-02 01:34:29.885622,0.185,234.565,11,1157.308
2014-01-02 01:35:30.009959,0.12936,234.4,1,19.303333
2014-01-02 01:35:33.016138,0.12936,234.4,1,19.303333
2014-01-02 01:36:06.086189,0.14028800000000002,234.465,2,38.303333
2014-01-02 01:36:30.135079,0.129427,234.35,1,19.303333
2014-01-02 01:36:30.135093,0.140514,234.455,2,38.303333
2014-01-02 01:36:30.135107,0.150001,233.7,3,59.303332999999995
2014-01-02 01:36:30.135120,0.16726400000000002,229.67,4,119.30333300000001
2014-01-02 01:36:30.135134,0.174955,228.26,5,183.303333
2014-01-02 01:36:30.135147,0.179047,228.06,6,245.303333
2014-01-02 01:36:30.135161,0.183,223.16,7,426.303333
2014-01-02 01:36:30.135174,0.1849,222.16,8,610.303333
2014-01-02 01:36:30.135188,0.185,218.16,9,792.303333
2014-01-02 01:36:30.135205,0.185,216.16,10,975.303333
2014-01-02 01:36:30.135219,0.185,234.35,11,1157.303333
2014-01-02 01:38:30.378631,0.129427,234.185,1,19.298667000000002
2014-01-02 01:38:30.378645,0.140514,234.29,2,38.298667
2014-01-02 01:38:30.378659,0.150001,233.535,3,59.298667
2014-01-02 01:38:30.378673,0.16726400000000002,229.505,4,119.298667
2014-01-02 01:38:30.378687,0.174955,228.095,5,183.298667
2014-01-02 01:38:30.378701,0.179047,227.895,6,245.298667
2014-01-02 01:38:30.378716,0.183,222.995,7,426.29866699999997
2014-01-02 01:38:30.378730,0.1849,221.995,8,610.298667
2014-01-02 01:38:30.378744,0.185,217.995,9,792.298667
2014-01-02 01:38:30.378758,0.185,215.995,10,975.298667
2014-01-02 01:38:30.378773,0.185,234.185,11,1157.298667
2014-01-02 01:40:30.629220,0.129427,233.75,1,19.294
2014-01-02 01:40:30.629234,0.140514,233.855,2,38.294
2014-01-02 01:40:30.629248,0.150001,233.1,3,59.294
2014-01-02 01:40:30.629262,0.16726400000000002,229.07,4,119.294
2014-01-02 01:40:30.629276,0.174955,227.66,5,183.294
2014-01-02 01:40:30.629290,0.179047,227.46,6,245.294
2014-01-02 01:40:30.629304,0.183,222.56,7,426.294
2014-01-02 01:40:30.629317,0.1849,221.56,8,610.294
2014-01-02 01:40:30.629331,0.185,217.56,9,792.294
2014-01-02 01:40:30.629345,0.185,215.56,10,975.294
2014-01-02 01:40:30.629359,0.185,233.75,11,1157.294
2014-01-02 01:41:02.695893,0.129027,233.79,1,19.289333
2014-01-02 01:41:17.725807,0.140014,233.925,2,38.289333
2014-01-02 01:42:30.876836,0.129027,233.935,1,19.289333
2014-01-02 01:42:30.876850,0.140014,234.04,2,38.289333
2014-01-02 01:42:30.876864,0.150001,233.285,3,59.289333
2014-01-02 01:42:30.876878,0.16726400000000002,229.255,4,119.28933300000001
2014-01-02 01:42:30.876892,0.174955,227.845,5,183.289333
2014-01-02 01:42:30.876905,0.179047,227.645,6,245.289333
2014-01-02 01:42:30.876919,0.183,222.745,7,426.289333
2014-01-02 01:42:30.876933,0.1849,221.745,8,610.289333
2014-01-02 01:42:30.876947,0.185,217.745,9,792.289333
2014-01-02 01:42:30.876961,0.185,215.745,10,975.289333
2014-01-02 01:42:30.876974,0.185,233.935,11,1157.289333
2014-01-02 01:44:07.075474,0.150501,232.945,3,59.284667000000006
2014-01-02 01:44:13.087884,0.140514,233.735,2,38.284667
2014-01-02 01:44:16.094073,0.167764,228.965,4,119.284667
2014-01-02 01:44:31.124349,0.129027,233.68,1,19.284667000000002
2014-01-02 01:44:31.124363,0.140514,233.785,2,38.284667
2014-01-02 01:44:31.124377,0.150501,233.03,3,59.284667000000006
2014-01-02 01:44:31.124390,0.167764,229.0,4,119.284667
2014-01-02 01:44:31.124404,0.174955,227.59,5,183.28466699999998
2014-01-02 01:44:31.124418,0.179047,227.39,6,245.28466699999998
2014-01-02 01:44:31.124432,0.183,222.49,7,426.284667
2014-01-02 01:44:31.124445,0.1849,221.49,8,610.284667
2014-01-02 01:44:31.124459,0.185,217.49,9,792.284667
2014-01-02 01:44:31.124473,0.185,215.49,10,975.284667
2014-01-02 01:44:31.124486,0.185,233.68,11,1157.284667
2014-01-02 01:46:04.316847,0.128627,233.53,1,19.28
2014-01-02 01:46:06.321007,0.128627,233.515,1,19.28
2014-01-02 01:46:11.330369,0.128627,233.525,1,19.28
2014-01-02 01:46:31.371957,0.128627,233.525,1,19.28
2014-01-02 01:46:31.371972,0.140514,233.63,2,38.28
2014-01-02 01:46:31.371986,0.150501,232.97,3,59.28
2014-01-02 01:46:31.372000,0.167764,228.875,4,119.28
2014-01-02 01:46:31.372014,0.174955,227.435,5,183.28
2014-01-02 01:46:31.372028,0.179047,227.235,6,245.28
2014-01-02 01:46:31.372042,0.183,222.335,7,426.28
2014-01-02 01:46:31.372055,0.1849,221.335,8,610.28
2014-01-02 01:46:31.372069,0.185,217.335,9,792.28
2014-01-02 01:46:31.372083,0.185,215.335,10,975.28
2014-01-02 01:46:31.372097,0.185,233.525,11,1157.28
2014-01-02 01:47:27.486083,0.150001,233.03,3,59.276593000000005
2014-01-02 01:48:31.616493,0.128627,233.725,1,19.276593
2014-01-02 01:48:31.616506,0.140514,233.83,2,38.276593
2014-01-02 01:48:31.616521,0.150001,233.17,3,59.276593000000005
2014-01-02 01:48:31.616535,0.167764,229.075,4,119.27659299999999
2014-01-02 01:48:31.616549,0.174955,227.635,5,183.276593
2014-01-02 01:48:31.616562,0.179047,227.435,6,245.27659300000002
2014-01-02 01:48:31.616576,0.183,222.535,7,426.276593
2014-01-02 01:48:31.616591,0.1849,221.535,8,610.2765929999999
2014-01-02 01:48:31.616605,0.185,217.535,9,792.2765929999999
2014-01-02 01:48:31.616619,0.185,215.535,10,975.2765929999999
2014-01-02 01:48:31.616633,0.185,233.725,11,1157.276593
2014-01-02 01:50:10.821409,0.129027,233.64,1,19.273185
2014-01-02 01:50:28.859545,0.128627,233.665,1,19.273185
2014-01-02 01:50:31.866122,0.128627,233.675,1,19.273185
2014-01-02 01:50:31.866136,0.140514,233.78,2,38.273185
2014-01-02 01:50:31.866150,0.150001,233.12,3,59.273185
2014-01-02 01:50:31.866164,0.167764,229.025,4,119.27318500000001
2014-01-02 01:50:31.866179,0.174955,227.585,5,183.273185
2014-01-02 01:50:31.866193,0.179047,227.385,6,245.273185
2014-01-02 01:50:31.866207,0.183,222.485,7,426.27318499999996
2014-01-02 01:50:31.866221,0.1849,221.485,8,610.273185
2014-01-02 01:50:31.866235,0.185,217.485,9,792.273185
2014-01-02 01:50:31.866249,0.185,215.485,10,975.273185
2014-01-02 01:50:31.866263,0.185,233.675,11,1157.273185
2014-01-02 01:51:11.950268,0.128627,233.63,1,19.269778
2014-01-02 01:51:13.954391,0.128627,233.635,1,19.269778
2014-01-02 01:51:15.958112,0.129027,233.64,1,19.269778
2014-01-02 01:52:31.112606,0.129027,233.675,1,19.269778
2014-01-02 01:52:31.112621,0.140514,233.78,2,38.269778
2014-01-02 01:52:31.112635,0.150001,233.12,3,59.269778
2014-01-02 01:52:31.112649,0.167764,229.025,4,119.269778
2014-01-02 01:52:31.112663,0.174955,227.585,5,183.269778
2014-01-02 01:52:31.112677,0.179047,227.385,6,245.26977799999997
2014-01-02 01:52:31.112691,0.183,222.485,7,426.26977800000003
2014-01-02 01:52:31.112705,0.1849,221.485,8,610.269778
2014-01-02 01:52:31.112719,0.185,217.485,9,792.269778
2014-01-02 01:52:31.112733,0.185,215.485,10,975.269778
2014-01-02 01:52:31.112747,0.185,233.675,11,1157.2697779999999
2014-01-02 01:52:53.157616,0.129027,233.745,1,19.269778
2014-01-02 01:53:26.224696,0.129027,233.805,1,19.266370000000002
2014-01-02 01:53:29.230922,0.129027,233.805,1,19.266370000000002
2014-01-02 01:53:51.277309,0.128627,233.785,1,19.266370000000002
2014-01-02 01:53:57.288690,0.140014,233.865,2,38.26637
2014-01-02 01:54:18.332017,0.149501,233.195,3,59.266369999999995
2014-01-02 01:54:31.359188,0.128627,233.76,1,19.266370000000002
2014-01-02 01:54:31.359202,0.140014,233.865,2,38.26637
2014-01-02 01:54:31.359216,0.149501,233.205,3,59.266369999999995
2014-01-02 01:54:31.359229,0.167764,229.11,4,119.26637
2014-01-02 01:54:31.359243,0.174955,227.67,5,183.26637
2014-01-02 01:54:31.359257,0.179047,227.47,6,245.26637000000002
2014-01-02 01:54:31.359271,0.183,222.57,7,426.26637
2014-01-02 01:54:31.359285,0.1849,221.57,8,610.26637
2014-01-02 01:54:31.359299,0.185,217.57,9,792.26637
2014-01-02 01:54:31.359313,0.185,215.57,10,975.2663699999999
2014-01-02 01:54:31.359327,0.185,233.76,11,1157.2663699999998
2014-01-02 01:56:05.550743,0.16726400000000002,229.055,4,119.26296299999998
2014-01-02 01:56:31.603732,0.128627,233.575,1,19.262963
2014-01-02 01:56:31.603746,0.140014,233.68,2,38.262963
2014-01-02 01:56:31.603759,0.149501,233.02,3,59.262963
2014-01-02 01:56:31.603773,0.16726400000000002,228.925,4,119.26296299999998
2014-01-02 01:56:31.603786,0.174955,227.485,5,183.26296299999998
2014-01-02 01:56:31.603799,0.179047,227.285,6,245.26296299999998
2014-01-02 01:56:31.603813,0.183,222.385,7,426.262963
2014-01-02 01:56:31.603827,0.1849,221.385,8,610.262963
2014-01-02 01:56:31.603840,0.185,217.385,9,792.262963
2014-01-02 01:56:31.603854,0.185,215.385,10,975.2629630000001
2014-01-02 01:56:31.603868,0.185,233.575,11,1157.2629630000001
2014-01-02 01:56:45.632270,0.129027,233.645,1,19.262963
2014-01-02 01:57:00.663249,0.140514,233.78,2,38.262963
2014-01-02 01:58:31.849340,0.129027,233.595,1,19.259556
2014-01-02 01:58:31.849353,0.140514,233.7,2,38.259555999999996
2014-01-02 01:58:31.849367,0.149501,233.04,3,59.259556
2014-01-02 01:58:31.849380,0.16726400000000002,228.945,4,119.259556
2014-01-02 01:58:31.849394,0.174955,227.505,5,183.259556
2014-01-02 01:58:31.849408,0.179047,227.305,6,245.259556
2014-01-02 01:58:31.849422,0.183,222.405,7,426.259556
2014-01-02 01:58:31.849435,0.1849,221.405,8,610.259556
2014-01-02 01:58:31.849449,0.185,217.405,9,792.259556
2014-01-02 01:58:31.849463,0.185,215.405,10,975.2595560000001
2014-01-02 01:58:31.849476,0.185,233.595,11,1157.259556
2014-01-02 01:58:48.885037,0.129427,233.66,1,19.259556
2014-01-02 01:59:17.943909,0.140514,233.785,2,38.256147999999996
2014-01-02 01:59:36.984103,0.129427,233.6,1,19.256148
2014-01-02 02:00:32.097933,0.129427,233.605,1,19.256148
2014-01-02 02:00:32.097947,0.140514,233.71,2,38.256147999999996
2014-01-02 02:00:32.097961,0.149501,233.05,3,59.256147999999996
2014-01-02 02:00:32.097982,0.16726400000000002,228.955,4,119.256148
2014-01-02 02:00:32.097997,0.174955,227.515,5,183.256148
2014-01-02 02:00:32.098011,0.179047,227.315,6,245.256148
2014-01-02 02:00:32.098025,0.183,222.415,7,426.25614800000005
2014-01-02 02:00:32.098039,0.1849,221.415,8,610.256148
2014-01-02 02:00:32.098053,0.185,217.415,9,792.256148
2014-01-02 02:00:32.098067,0.185,215.415,10,975.256148
2014-01-02 02:00:32.098081,0.185,233.605,11,1157.256148
2014-01-02 02:01:26.206996,0.129827,233.48,1,19.252741
2014-01-02 02:02:27.331852,0.129827,233.575,1,19.252741
2014-01-02 02:02:31.340109,0.129827,233.575,1,19.252741
2014-01-02 02:02:32.342513,0.140514,233.68,2,38.252741
2014-01-02 02:02:32.342527,0.149501,233.02,3,59.252741
2014-01-02 02:02:32.342540,0.16726400000000002,228.925,4,119.25274099999999
2014-01-02 02:02:32.342554,0.174955,227.485,5,183.252741
2014-01-02 02:02:32.342567,0.179047,227.285,6,245.25274100000001
2014-01-02 02:02:32.342580,0.183,222.385,7,426.252741
2014-01-02 02:02:32.342594,0.1849,221.385,8,610.252741
2014-01-02 02:02:32.342608,0.185,217.385,9,792.252741
2014-01-02 02:02:32.342622,0.185,215.385,10,975.252741
2014-01-02 02:02:32.342636,0.185,233.575,11,1157.252741
2014-01-02 02:04:32.588048,0.129827,233.66,1,19.249333
2014-01-02 02:04:32.588062,0.140514,233.765,2,38.249333
2014-01-02 02:04:32.588075,0.149501,233.105,3,59.24933299999999
2014-01-02 02:04:32.588089,0.16726400000000002,229.01,4,119.24933300000001
2014-01-02 02:04:32.588102,0.174955,227.57,5,183.249333
2014-01-02 02:04:32.588115,0.179047,227.37,6,245.249333
2014-01-02 02:04:32.588129,0.183,222.47,7,426.24933300000004
2014-01-02 02:04:32.588142,0.1849,221.47,8,610.249333
2014-01-02 02:04:32.588156,0.185,217.47,9,792.249333
2014-01-02 02:04:32.588169,0.185,215.47,10,975.249333
2014-01-02 02:04:32.588183,0.185,233.66,11,1157.249333
2014-01-02 02:06:32.832668,0.129827,233.545,1,19.245926
2014-01-02 02:06:32.832682,0.140514,233.65,2,38.245926000000004
2014-01-02 02:06:32.832696,0.149501,232.99,3,59.245926000000004
2014-01-02 02:06:32.832712,0.16726400000000002,228.895,4,119.245926
2014-01-02 02:06:32.832726,0.174955,227.455,5,183.245926
2014-01-02 02:06:32.832740,0.179047,227.255,6,245.24592599999997
2014-01-02 02:06:32.832754,0.183,222.355,7,426.245926
2014-01-02 02:06:32.832767,0.1849,221.355,8,610.2459259999999
2014-01-02 02:06:32.832781,0.185,217.355,9,792.2459259999999
2014-01-02 02:06:32.832795,0.185,215.355,10,975.2459259999999
2014-01-02 02:06:32.832809,0.185,233.545,11,1157.245926
2014-01-02 02:07:05.898415,0.129973,233.395,1,19.242519
2014-01-02 02:07:05.898436,0.140789,233.5,2,38.242519
2014-01-02 02:07:05.898451,0.149774,232.84,3,59.242518999999994
2014-01-02 02:07:05.898464,0.16756300000000002,228.745,4,119.242519
2014-01-02 02:07:05.898478,0.175266,227.305,5,183.242519
2014-01-02 02:07:05.898492,0.1794,227.105,6,245.242519
2014-01-02 02:07:05.898506,0.183,222.205,7,426.242519
2014-01-02 02:07:05.898519,0.1849,221.205,8,610.242519
2014-01-02 02:07:05.898533,0.185,217.205,9,792.242519
2014-01-02 02:07:05.898547,0.185,215.205,10,975.2425189999999
2014-01-02 02:07:05.898560,0.185,233.395,11,1157.242519
2014-01-02 02:08:13.034642,0.129973,233.46,1,19.242519
2014-01-02 02:08:17.042868,0.140789,233.565,2,38.242519
2014-01-02 02:08:17.042898,0.149774,232.905,3,59.242518999999994
2014-01-02 02:08:18.044954,0.16756300000000002,228.81,4,119.242519
2014-01-02 02:08:18.044976,0.175266,227.37,5,183.242519
2014-01-02 02:08:19.047023,0.1794,227.17,6,245.242519
2014-01-02 02:08:33.075233,0.129973,233.415,1,19.242519
2014-01-02 02:08:33.075247,0.140789,233.52,2,38.242519
2014-01-02 02:08:33.075261,0.149774,232.86,3,59.242518999999994
2014-01-02 02:08:33.075274,0.16756300000000002,228.765,4,119.242519
2014-01-02 02:08:33.075287,0.175266,227.325,5,183.242519
2014-01-02 02:08:33.075300,0.1794,227.125,6,245.242519
2014-01-02 02:08:33.075314,0.183,222.225,7,426.242519
2014-01-02 02:08:33.075327,0.1849,221.225,8,610.242519
2014-01-02 02:08:33.075340,0.185,217.225,9,792.242519
2014-01-02 02:08:33.075354,0.185,215.225,10,975.2425189999999
2014-01-02 02:08:33.075368,0.185,233.415,11,1157.242519
2014-01-02 02:10:08.268870,0.129573,233.18,1,19.239110999999998
2014-01-02 02:10:33.319814,0.129573,233.26,1,19.239110999999998
2014-01-02 02:10:33.319827,0.140789,233.365,2,38.239111
2014-01-02 02:10:33.319840,0.149774,232.705,3,59.239111
2014-01-02 02:10:33.319854,0.16756300000000002,228.61,4,119.23911100000001
2014-01-02 02:10:33.319867,0.175266,227.17,5,183.239111
2014-01-02 02:10:33.319880,0.1794,226.97,6,245.23911099999998
2014-01-02 02:10:33.319894,0.183,222.07,7,426.23911100000004
2014-01-02 02:10:33.319907,0.1849,221.07,8,610.239111
2014-01-02 02:10:33.319921,0.185,217.07,9,792.239111
2014-01-02 02:10:33.319935,0.185,215.07,10,975.239111
2014-01-02 02:10:33.319948,0.185,233.26,11,1157.2391109999999
2014-01-02 02:10:44.342175,0.129573,233.23,1,19.239110999999998
2014-01-02 02:10:48.350390,0.129573,233.26,1,19.239110999999998
2014-01-02 02:11:57.493733,0.129173,233.14,1,19.235704000000002
2014-01-02 02:12:03.505109,0.140289,233.225,2,38.235704
2014-01-02 02:12:06.511301,0.149274,232.54,3,59.235704000000005
